學年度,族籍別,性別,等級別,在學數
112,阿美族,女,總計,5313
112,阿美族,女,博士班,12
112,阿美族,女,碩士班,442
112,阿美族,女,學士班,3771
112,阿美族,女,二專,185
112,阿美族,女,五專,903
112,泰雅族,男,總計,1792
112,泰雅族,男,博士班,20
112,泰雅族,男,碩士班,182
112,泰雅族,男,學士班,1471
112,泰雅族,男,二專,29
112,泰雅族,男,五專,90
112,泰雅族,女,總計,2747
112,泰雅族,女,博士班,19
112,泰雅族,女,碩士班,254
112,泰雅族,女,學士班,1831
112,泰雅族,女,二專,50
112,泰雅族,女,五專,593
112,排灣族,男,總計,1956
112,排灣族,男,博士班,31
112,排灣族,男,碩士班,162
112,排灣族,男,學士班,1617
112,排灣族,男,二專,53
112,排灣族,男,五專,93
112,排灣族,女,總計,3125
112,排灣族,女,博士班,30
112,排灣族,女,碩士班,317
112,排灣族,女,學士班,2048
112,排灣族,女,二專,64
112,排灣族,女,五專,666
112,布農族,男,總計,1221
112,布農族,男,博士班,19
112,布農族,男,碩士班,119
112,布農族,男,學士班,977
112,布農族,男,二專,36
112,布農族,男,五專,70
112,布農族,女,總計,1939
112,布農族,女,博士班,14
112,布農族,女,碩士班,202
112,布農族,女,學士班,1221
112,布農族,女,二專,64
112,布農族,女,五專,438
112,卑南族,男,總計,251
112,卑南族,男,博士班,4
112,卑南族,男,碩士班,21
112,卑南族,男,學士班,203
112,卑南族,男,二專,11
112,卑南族,男,五專,12
112,卑南族,女,總計,412
112,卑南族,女,博士班,7
112,卑南族,女,碩士班,41
112,卑南族,女,學士班,288
112,卑南族,女,二專,15
112,卑南族,女,五專,61
112,鄒族,男,總計,117
112,鄒族,男,博士班,5
112,鄒族,男,碩士班,12
112,鄒族,男,學士班,93
112,鄒族,男,二專,1
112,鄒族,男,五專,6
112,鄒族,女,總計,179
112,鄒族,女,博士班,2
112,鄒族,女,碩士班,26
112,鄒族,女,學士班,117
112,鄒族,女,二專,7
112,鄒族,女,五專,27
112,魯凱族,男,總計,299
112,魯凱族,男,博士班,3
112,魯凱族,男,碩士班,26
112,魯凱族,男,學士班,242
112,魯凱族,男,二專,4
112,魯凱族,男,五專,24
112,魯凱族,女,總計,481
112,魯凱族,女,博士班,4
112,魯凱族,女,碩士班,61
112,魯凱族,女,學士班,339
112,魯凱族,女,二專,9
112,魯凱族,女,五專,68
112,賽夏族,男,總計,124
112,賽夏族,男,博士班,1
112,賽夏族,男,碩士班,9
112,賽夏族,男,學士班,109
112,賽夏族,男,二專,1
112,賽夏族,男,五專,4
112,賽夏族,女,總計,209
112,賽夏族,女,博士班,3
112,賽夏族,女,碩士班,16
112,賽夏族,女,學士班,154
112,賽夏族,女,二專,3
112,賽夏族,女,五專,33
112,雅美族,男,總計,92
112,雅美族,男,博士班,0
112,雅美族,男,碩士班,7
112,雅美族,男,學士班,83
112,雅美族,男,二專,0
112,雅美族,男,五專,2
112,雅美族,女,總計,144
112,雅美族,女,博士班,0
112,雅美族,女,碩士班,8
112,雅美族,女,學士班,113
112,雅美族,女,二專,9
112,雅美族,女,五專,14
112,邵族,男,總計,17
112,邵族,男,博士班,0
112,邵族,男,碩士班,2
112,邵族,男,學士班,15
112,邵族,男,二專,0
112,邵族,男,五專,0
112,邵族,女,總計,32
112,邵族,女,博士班,0
112,邵族,女,碩士班,5
112,邵族,女,學士班,23
112,邵族,女,二專,0
112,邵族,女,五專,4
112,噶瑪蘭族,男,總計,27
112,噶瑪蘭族,男,博士班,1
112,噶瑪蘭族,男,碩士班,3
112,噶瑪蘭族,男,學士班,20
112,噶瑪蘭族,男,二專,0
112,噶瑪蘭族,男,五專,3
112,噶瑪蘭族,女,總計,47
112,噶瑪蘭族,女,博士班,0
112,噶瑪蘭族,女,碩士班,7
112,噶瑪蘭族,女,學士班,30
112,噶瑪蘭族,女,二專,1
112,噶瑪蘭族,女,五專,9
112,太魯閣族,男,總計,668
112,太魯閣族,男,博士班,11
112,太魯閣族,男,碩士班,61
112,太魯閣族,男,學士班,557
112,太魯閣族,男,二專,13
112,太魯閣族,男,五專,26
112,太魯閣族,女,總計,1003
112,太魯閣族,女,博士班,6
112,太魯閣族,女,碩士班,109
112,太魯閣族,女,學士班,620
112,太魯閣族,女,二專,47
112,太魯閣族,女,五專,221
112,撒奇萊雅族,男,總計,31
112,撒奇萊雅族,男,博士班,0
112,撒奇萊雅族,男,碩士班,3
112,撒奇萊雅族,男,學士班,25
112,撒奇萊雅族,男,二專,0
112,撒奇萊雅族,男,五專,3
112,撒奇萊雅族,女,總計,34
112,撒奇萊雅族,女,博士班,1
112,撒奇萊雅族,女,碩士班,8
112,撒奇萊雅族,女,學士班,20
112,撒奇萊雅族,女,二專,1
112,撒奇萊雅族,女,五專,4
112,賽德克族,男,總計,231
112,賽德克族,男,博士班,1
112,賽德克族,男,碩士班,37
112,賽德克族,男,學士班,177
112,賽德克族,男,二專,2
112,賽德克族,男,五專,14
112,賽德克族,女,總計,412
112,賽德克族,女,博士班,9
112,賽德克族,女,碩士班,51
112,賽德克族,女,學士班,252
112,賽德克族,女,二專,9
112,賽德克族,女,五專,91
112,拉阿魯哇族,男,總計,19
112,拉阿魯哇族,男,博士班,1
112,拉阿魯哇族,男,碩士班,5
112,拉阿魯哇族,男,學士班,10
112,拉阿魯哇族,男,二專,0
112,拉阿魯哇族,男,五專,3
112,拉阿魯哇族,女,總計,16
112,拉阿魯哇族,女,博士班,0
112,拉阿魯哇族,女,碩士班,4
112,拉阿魯哇族,女,學士班,10
112,拉阿魯哇族,女,二專,0
112,拉阿魯哇族,女,五專,2
112,卡那卡那富族,男,總計,10
112,卡那卡那富族,男,博士班,0
112,卡那卡那富族,男,碩士班,1
112,卡那卡那富族,男,學士班,9
112,卡那卡那富族,男,二專,0
112,卡那卡那富族,男,五專,0
112,卡那卡那富族,女,總計,21
112,卡那卡那富族,女,博士班,0
112,卡那卡那富族,女,碩士班,3
112,卡那卡那富族,女,學士班,16
112,卡那卡那富族,女,二專,0
112,卡那卡那富族,女,五專,2
112,尚未申報族籍,男,總計,13
112,尚未申報族籍,男,博士班,0
112,尚未申報族籍,男,碩士班,2
112,尚未申報族籍,男,學士班,9
112,尚未申報族籍,男,二專,0
112,尚未申報族籍,男,五專,2
112,尚未申報族籍,女,總計,11
112,尚未申報族籍,女,博士班,0
112,尚未申報族籍,女,碩士班,1
112,尚未申報族籍,女,學士班,9
112,尚未申報族籍,女,二專,0
112,尚未申報族籍,女,五專,1
113,總計,男,總計,11013
113,總計,男,博士班,128
113,總計,男,碩士班,970
113,總計,男,學士班,9132
113,總計,男,二專,250
113,總計,男,五專,533
113,總計,女,總計,15909
113,總計,女,博士班,98
113,總計,女,碩士班,1527
113,總計,女,學士班,10709
113,總計,女,二專,547
113,總計,女,五專,3028
113,阿美族,男,總計,3959
113,阿美族,男,博士班,31
113,阿美族,男,碩士班,276
113,阿美族,男,學士班,3368
113,阿美族,男,二專,98
113,阿美族,男,五專,186
113,阿美族,女,總計,5330
113,阿美族,女,博士班,13
113,阿美族,女,碩士班,435
113,阿美族,女,學士班,3748
113,阿美族,女,二專,214
113,阿美族,女,五專,920
113,泰雅族,男,總計,1788
113,泰雅族,男,博士班,18
113,泰雅族,男,碩士班,172
113,泰雅族,男,學士班,1494
113,泰雅族,男,二專,18
113,泰雅族,男,五專,86
113,泰雅族,女,總計,2703
113,泰雅族,女,博士班,20
113,泰雅族,女,碩士班,255
113,泰雅族,女,學士班,1792
113,泰雅族,女,二專,51
113,泰雅族,女,五專,585
113,排灣族,男,總計,1956
113,排灣族,男,博士班,32
113,排灣族,男,碩士班,165
113,排灣族,男,學士班,1605
113,排灣族,男,二專,61
113,排灣族,男,五專,93
113,排灣族,女,總計,3085
113,排灣族,女,博士班,26
113,排灣族,女,碩士班,300
113,排灣族,女,學士班,2033
113,排灣族,女,二專,110
113,排灣族,女,五專,616
113,布農族,男,總計,1261
113,布農族,男,博士班,16
113,布農族,男,碩士班,123
113,布農族,男,學士班,1021
113,布農族,男,二專,29
113,布農族,男,五專,72
113,布農族,女,總計,1880
113,布農族,女,博士班,14
113,布農族,女,碩士班,193
113,布農族,女,學士班,1200
113,布農族,女,二專,63
113,布農族,女,五專,410
113,卑南族,男,總計,288
113,卑南族,男,博士班,5
113,卑南族,男,碩士班,27
113,卑南族,男,學士班,230
113,卑南族,男,二專,16
113,卑南族,男,五專,10
113,卑南族,女,總計,385
113,卑南族,女,博士班,5
113,卑南族,女,碩士班,38
113,卑南族,女,學士班,273
113,卑南族,女,二專,9
113,卑南族,女,五專,60
113,鄒族,男,總計,128
113,鄒族,男,博士班,4
113,鄒族,男,碩士班,13
113,鄒族,男,學士班,105
113,鄒族,男,二專,0
113,鄒族,男,五專,6
113,鄒族,女,總計,162
113,鄒族,女,博士班,2
113,鄒族,女,碩士班,26
113,鄒族,女,學士班,110
113,鄒族,女,二專,1
113,鄒族,女,五專,23
113,魯凱族,男,總計,303
113,魯凱族,男,博士班,4
113,魯凱族,男,碩士班,35
113,魯凱族,男,學士班,241
113,魯凱族,男,二專,4
113,魯凱族,男,五專,19
113,魯凱族,女,總計,459
113,魯凱族,女,博士班,4
113,魯凱族,女,碩士班,63
113,魯凱族,女,學士班,310
113,魯凱族,女,二專,14
113,魯凱族,女,五專,68
113,賽夏族,男,總計,139
113,賽夏族,男,博士班,2
113,賽夏族,男,碩士班,15
113,賽夏族,男,學士班,117
113,賽夏族,男,二專,1
113,賽夏族,男,五專,4
113,賽夏族,女,總計,194
113,賽夏族,女,博士班,2
113,賽夏族,女,碩士班,14
113,賽夏族,女,學士班,143
113,賽夏族,女,二專,2
113,賽夏族,女,五專,33
113,雅美族,男,總計,106
113,雅美族,男,博士班,0
113,雅美族,男,碩士班,12
113,雅美族,男,學士班,87
113,雅美族,男,二專,3
113,雅美族,男,五專,4
113,雅美族,女,總計,134
113,雅美族,女,博士班,0
113,雅美族,女,碩士班,7
113,雅美族,女,學士班,108
113,雅美族,女,二專,7
113,雅美族,女,五專,12
113,邵族,男,總計,19
113,邵族,男,博士班,0
113,邵族,男,碩士班,4
113,邵族,男,學士班,15
113,邵族,男,二專,0
113,邵族,男,五專,0
113,邵族,女,總計,29
113,邵族,女,博士班,0
113,邵族,女,碩士班,4
113,邵族,女,學士班,21
113,邵族,女,二專,1
113,邵族,女,五專,3
113,噶瑪蘭族,男,總計,29
113,噶瑪蘭族,男,博士班,1
113,噶瑪蘭族,男,碩士班,3
113,噶瑪蘭族,男,學士班,23
113,噶瑪蘭族,男,二專,0
113,噶瑪蘭族,男,五專,2
113,噶瑪蘭族,女,總計,51
113,噶瑪蘭族,女,博士班,0
113,噶瑪蘭族,女,碩士班,7
113,噶瑪蘭族,女,學士班,35
113,噶瑪蘭族,女,二專,2
113,噶瑪蘭族,女,五專,7
113,太魯閣族,男,總計,708
113,太魯閣族,男,博士班,9
113,太魯閣族,男,碩士班,74
113,太魯閣族,男,學士班,577
113,太魯閣族,男,二專,17
113,太魯閣族,男,五專,31
113,太魯閣族,女,總計,988
113,太魯閣族,女,博士班,4
113,太魯閣族,女,碩士班,113
113,太魯閣族,女,學士班,617
113,太魯閣族,女,二專,61
113,太魯閣族,女,五專,193
113,撒奇萊雅族,男,總計,33
113,撒奇萊雅族,男,博士班,0
113,撒奇萊雅族,男,碩士班,4
113,撒奇萊雅族,男,學士班,28
113,撒奇萊雅族,男,二專,0
113,撒奇萊雅族,男,五專,1
113,撒奇萊雅族,女,總計,32
113,撒奇萊雅族,女,博士班,1
113,撒奇萊雅族,女,碩士班,5
113,撒奇萊雅族,女,學士班,22
113,撒奇萊雅族,女,二專,1
113,撒奇萊雅族,女,五專,3
113,賽德克族,男,總計,250
113,賽德克族,男,博士班,5
113,賽德克族,男,碩士班,41
113,賽德克族,男,學士班,186
113,賽德克族,男,二專,3
113,賽德克族,男,五專,15
113,賽德克族,女,總計,414
113,賽德克族,女,博士班,7
113,賽德克族,女,碩士班,58
113,賽德克族,女,學士班,247
113,賽德克族,女,二專,11
113,賽德克族,女,五專,91
113,拉阿魯哇族,男,總計,16
113,拉阿魯哇族,男,博士班,1
113,拉阿魯哇族,男,碩士班,4
113,拉阿魯哇族,男,學士班,8
113,拉阿魯哇族,男,二專,0
113,拉阿魯哇族,男,五專,3
113,拉阿魯哇族,女,總計,13
113,拉阿魯哇族,女,博士班,0
113,拉阿魯哇族,女,碩士班,3
113,拉阿魯哇族,女,學士班,9
113,拉阿魯哇族,女,二專,0
113,拉阿魯哇族,女,五專,1
113,卡那卡那富族,男,總計,8
113,卡那卡那富族,男,博士班,0
113,卡那卡那富族,男,碩士班,0
113,卡那卡那富族,男,學士班,8
113,卡那卡那富族,男,二專,0
113,卡那卡那富族,男,五專,0
113,卡那卡那富族,女,總計,21
113,卡那卡那富族,女,博士班,0
113,卡那卡那富族,女,碩士班,3
113,卡那卡那富族,女,學士班,17
113,卡那卡那富族,女,二專,0
113,卡那卡那富族,女,五專,1
113,尚未申報族籍,男,總計,22
113,尚未申報族籍,男,博士班,0
113,尚未申報族籍,男,碩士班,2
113,尚未申報族籍,男,學士班,19
113,尚未申報族籍,男,二專,0
113,尚未申報族籍,男,五專,1
113,尚未申報族籍,女,總計,29
113,尚未申報族籍,女,博士班,0
113,尚未申報族籍,女,碩士班,3
113,尚未申報族籍,女,學士班,24
113,尚未申報族籍,女,二專,0
113,尚未申報族籍,女,五專,2
114,總計,男,總計,11231
114,總計,男,博士班,140
114,總計,男,碩士班,1005
114,總計,男,學士班,9283
114,總計,男,二專,251
114,總計,男,五專,552
114,總計,女,總計,16116
114,總計,女,博士班,115
114,總計,女,碩士班,1614
114,總計,女,學士班,10923
114,總計,女,二專,549
114,總計,女,五專,2915
114,阿美族,男,總計,4035
114,阿美族,男,博士班,36
114,阿美族,男,碩士班,290
114,阿美族,男,學士班,3426
114,阿美族,男,二專,88
114,阿美族,男,五專,195
114,阿美族,女,總計,5333
114,阿美族,女,博士班,17
114,阿美族,女,碩士班,456
114,阿美族,女,學士班,3750
114,阿美族,女,二專,206
114,阿美族,女,五專,904
114,泰雅族,男,總計,1821
114,泰雅族,男,博士班,20
114,泰雅族,男,碩士班,202
114,泰雅族,男,學士班,1495
114,泰雅族,男,二專,20
114,泰雅族,男,五專,84
114,泰雅族,女,總計,2742
114,泰雅族,女,博士班,20
114,泰雅族,女,碩士班,264
114,泰雅族,女,學士班,1787
114,泰雅族,女,二專,82
114,泰雅族,女,五專,589
114,排灣族,男,總計,1985
114,排灣族,男,博士班,39
114,排灣族,男,碩士班,175
114,排灣族,男,學士班,1612
114,排灣族,男,二專,54
114,排灣族,男,五專,105
114,排灣族,女,總計,3227
114,排灣族,女,博士班,27
114,排灣族,女,碩士班,335
114,排灣族,女,學士班,2167
114,排灣族,女,二專,109
114,排灣族,女,五專,589
114,布農族,男,總計,1306
114,布農族,男,博士班,15
114,布農族,男,碩士班,126
114,布農族,男,學士班,1051
114,布農族,男,二專,37
114,布農族,男,五專,77
114,布農族,女,總計,1874
114,布農族,女,博士班,16
114,布農族,女,碩士班,206
114,布農族,女,學士班,1220
114,布農族,女,二專,61
114,布農族,女,五專,371
114,卑南族,男,總計,286
114,卑南族,男,博士班,5
114,卑南族,男,碩士班,23
114,卑南族,男,學士班,235
114,卑南族,男,二專,14
114,卑南族,男,五專,9
114,卑南族,女,總計,386
114,卑南族,女,博士班,8
114,卑南族,女,碩士班,42
114,卑南族,女,學士班,269
114,卑南族,女,二專,3
114,卑南族,女,五專,64
114,鄒族,男,總計,130
114,鄒族,男,博士班,4
114,鄒族,男,碩士班,13
114,鄒族,男,學士班,107
114,鄒族,男,二專,1
114,鄒族,男,五專,5
114,鄒族,女,總計,162
114,鄒族,女,博士班,2
114,鄒族,女,碩士班,23
114,鄒族,女,學士班,114
114,鄒族,女,二專,2
114,鄒族,女,五專,21
114,魯凱族,男,總計,300
114,魯凱族,男,博士班,5
114,魯凱族,男,碩士班,27
114,魯凱族,男,學士班,242
114,魯凱族,男,二專,9
114,魯凱族,男,五專,17
114,魯凱族,女,總計,455
114,魯凱族,女,博士班,4
114,魯凱族,女,碩士班,64
114,魯凱族,女,學士班,303
114,魯凱族,女,二專,11
114,魯凱族,女,五專,73
114,賽夏族,男,總計,136
114,賽夏族,男,博士班,3
114,賽夏族,男,碩士班,15
114,賽夏族,男,學士班,114
114,賽夏族,男,二專,1
114,賽夏族,男,五專,3
114,賽夏族,女,總計,185
114,賽夏族,女,博士班,3
114,賽夏族,女,碩士班,14
114,賽夏族,女,學士班,143
114,賽夏族,女,二專,1
114,賽夏族,女,五專,24
114,雅美族,男,總計,114
114,雅美族,男,博士班,0
114,雅美族,男,碩士班,8
114,雅美族,男,學士班,97
114,雅美族,男,二專,5
114,雅美族,男,五專,4
114,雅美族,女,總計,142
114,雅美族,女,博士班,0
114,雅美族,女,碩士班,10
114,雅美族,女,學士班,117
114,雅美族,女,二專,4
114,雅美族,女,五專,11
114,邵族,男,總計,17
114,邵族,男,博士班,0
114,邵族,男,碩士班,3
114,邵族,男,學士班,14
114,邵族,男,二專,0
114,邵族,男,五專,0
114,邵族,女,總計,31
114,邵族,女,博士班,0
114,邵族,女,碩士班,5
114,邵族,女,學士班,21
114,邵族,女,二專,1
114,邵族,女,五專,4
114,噶瑪蘭族,男,總計,37
114,噶瑪蘭族,男,博士班,0
114,噶瑪蘭族,男,碩士班,5
114,噶瑪蘭族,男,學士班,31
114,噶瑪蘭族,男,二專,0
114,噶瑪蘭族,男,五專,1
114,噶瑪蘭族,女,總計,51
114,噶瑪蘭族,女,博士班,1
114,噶瑪蘭族,女,碩士班,6
114,噶瑪蘭族,女,學士班,35
114,噶瑪蘭族,女,二專,4
114,噶瑪蘭族,女,五專,5
114,太魯閣族,男,總計,730
114,太魯閣族,男,博士班,10
114,太魯閣族,男,碩士班,75
114,太魯閣族,男,學士班,598
114,太魯閣族,男,二專,18
114,太魯閣族,男,五專,29
114,太魯閣族,女,總計,998
114,太魯閣族,女,博士班,7
114,太魯閣族,女,碩士班,120
114,太魯閣族,女,學士班,650
114,太魯閣族,女,二專,55
114,太魯閣族,女,五專,166
114,撒奇萊雅族,男,總計,25
114,撒奇萊雅族,男,博士班,0
114,撒奇萊雅族,男,碩士班,1
114,撒奇萊雅族,男,學士班,23
114,撒奇萊雅族,男,二專,0
114,撒奇萊雅族,男,五專,1
114,撒奇萊雅族,女,總計,34
114,撒奇萊雅族,女,博士班,1
114,撒奇萊雅族,女,碩士班,7
114,撒奇萊雅族,女,學士班,24
114,撒奇萊雅族,女,二專,1
114,撒奇萊雅族,女,五專,1
114,賽德克族,男,總計,250
114,賽德克族,男,博士班,3
114,賽德克族,男,碩士班,33
114,賽德克族,男,學士班,191
114,賽德克族,男,二專,4
114,賽德克族,男,五專,19
114,賽德克族,女,總計,417
114,賽德克族,女,博士班,9
114,賽德克族,女,碩士班,50
114,賽德克族,女,學士班,259
114,賽德克族,女,二專,9
114,賽德克族,女,五專,90
114,拉阿魯哇族,男,總計,18
114,拉阿魯哇族,男,博士班,0
114,拉阿魯哇族,男,碩士班,5
114,拉阿魯哇族,男,學士班,11
114,拉阿魯哇族,男,二專,0
114,拉阿魯哇族,男,五專,2
114,拉阿魯哇族,女,總計,15
114,拉阿魯哇族,女,博士班,0
114,拉阿魯哇族,女,碩士班,3
114,拉阿魯哇族,女,學士班,12
114,拉阿魯哇族,女,二專,0
114,拉阿魯哇族,女,五專,0
114,卡那卡那富族,男,總計,10
114,卡那卡那富族,男,博士班,0
114,卡那卡那富族,男,碩士班,2
114,卡那卡那富族,男,學士班,8
114,卡那卡那富族,男,二專,0
114,卡那卡那富族,男,五專,0
114,卡那卡那富族,女,總計,21
114,卡那卡那富族,女,博士班,0
114,卡那卡那富族,女,碩士班,5
114,卡那卡那富族,女,學士班,15
114,卡那卡那富族,女,二專,0
114,卡那卡那富族,女,五專,1
114,尚未申報族籍,男,總計,31
114,尚未申報族籍,男,博士班,0
114,尚未申報族籍,男,碩士班,2
114,尚未申報族籍,男,學士班,28
114,尚未申報族籍,男,二專,0
114,尚未申報族籍,男,五專,1
114,尚未申報族籍,女,總計,43
114,尚未申報族籍,女,博士班,0
114,尚未申報族籍,女,碩士班,4
114,尚未申報族籍,女,學士班,37
114,尚未申報族籍,女,二專,0
114,尚未申報族籍,女,五專,2
