學年,學制,年級數,縣市代碼,縣市,鄉鎮市區代碼,鄉鎮市區,學校數,全體學生數,原住民學生數,原住民男學生數,原住民女學生數
114,大專,,10017,基隆市,10017050,中山區,1,3119,85,13,72
114,大專,,10017,基隆市,10017070,信義區,1,1054,227,78,149
114,大專,,10018,新竹市,10018010,東區,2,40914,333,190,143
114,大專,,10018,新竹市,10018030,香山區,3,8125,112,50,62
114,大專,,10020,嘉義市,10020010,東區,1,11103,180,99,81
114,大專,,63000,臺北市,63000020,信義區,1,6289,66,30,36
114,大專,,63000,臺北市,63000030,大安區,5,83237,1102,532,570
114,大專,,63000,臺北市,63000040,中山區,2,13173,201,77,124
114,大專,,63000,臺北市,63000050,中正區,2,14686,516,265,251
114,大專,,63000,臺北市,63000080,文山區,3,32799,669,242,427
114,大專,,63000,臺北市,63000090,南港區,1,2606,92,52,40
114,大專,,63000,臺北市,63000100,內湖區,3,8052,166,51,115
114,大專,,63000,臺北市,63000110,士林區,3,48787,715,308,407
114,大專,,63000,臺北市,63000120,北投區,4,20854,759,271,488
114,大專,,64000,高雄市,64000020,鼓山區,1,11204,126,55,71
114,大專,,64000,高雄市,64000040,楠梓區,1,6055,102,52,50
114,大專,,64000,高雄市,64000050,三民區,4,41515,525,215,310
114,大專,,64000,高雄市,64000080,苓雅區,1,7310,556,201,355
114,大專,,64000,高雄市,64000110,小港區,1,3972,102,34,68
114,大專,,64000,高雄市,64000140,大寮區,1,7843,264,43,221
114,大專,,64000,高雄市,64000150,大樹區,1,10276,290,147,143
114,大專,,64000,高雄市,64000180,鳥松區,1,14623,342,215,127
114,大專,,64000,高雄市,64000210,燕巢區,1,7492,279,140,139
114,大專,,64000,高雄市,64000240,路竹區,2,8241,382,125,257
114,大專,,65000,新北市,65000010,板橋區,3,20590,388,149,239
114,大專,,65000,新北市,65000030,中和區,1,368,5,4,1
114,大專,,65000,新北市,65000050,新莊區,1,25454,526,204,322
114,大專,,65000,新北市,65000060,新店區,2,7836,242,63,179
114,大專,,65000,新北市,65000090,三峽區,1,10039,206,95,111
114,大專,,65000,新北市,65000100,淡水區,4,27843,437,216,221
114,大專,,65000,新北市,65000130,土城區,1,4180,71,40,31
114,大專,,65000,新北市,65000160,泰山區,2,9693,234,139,95
114,大專,,65000,新北市,65000170,林口區,1,5468,212,110,102
114,大專,,65000,新北市,65000180,深坑區,1,3762,91,56,35
114,大專,,65000,新北市,65000190,石碇區,1,1068,7,1,6
114,大專,,65000,新北市,65000210,三芝區,1,1054,33,11,22
114,大專,,65000,新北市,65000270,金山區,1,413,2,1,1
114,大專,,66000,臺中市,66000030,南區,2,23002,322,149,173
114,大專,,66000,臺中市,66000040,西區,1,5178,231,76,155
114,大專,,66000,臺中市,66000050,北區,2,18705,547,242,305
114,大專,,66000,臺中市,66000060,西屯區,3,44390,465,255,210
114,大專,,66000,臺中市,66000070,南屯區,1,8096,240,101,139
114,大專,,66000,臺中市,66000080,北屯區,2,13533,446,147,299
114,大專,,66000,臺中市,66000130,沙鹿區,2,22125,500,165,335
114,大專,,66000,臺中市,66000260,霧峰區,2,23812,385,132,253
114,大專,,66000,臺中市,66000270,太平區,1,12667,151,106,45
114,大專,,66000,臺中市,66000280,大里區,1,3110,32,15,17
114,大專,,67000,臺南市,67000040,柳營區,1,2902,48,6,42
114,大專,,67000,臺南市,67000100,官田區,1,1638,62,28,34
114,大專,,67000,臺南市,67000200,新市區,1,1769,78,67,11
114,大專,,67000,臺南市,67000270,仁德區,2,15051,310,117,193
114,大專,,67000,臺南市,67000280,歸仁區,1,4078,104,50,54
114,大專,,67000,臺南市,67000310,永康區,3,31029,522,264,258
114,大專,,67000,臺南市,67000320,東區,1,23485,212,130,82
114,大專,,67000,臺南市,67000350,安南區,1,943,50,24,26
114,大專,,67000,臺南市,67000370,中西區,2,7968,291,75,216
114,大專,,68000,桃園市,68000020,中壢區,6,56110,1137,639,498
114,大專,,68000,桃園市,68000050,蘆竹區,1,4465,282,133,149
114,大專,,68000,桃園市,68000070,龜山區,4,27180,837,450,387
114,大專,,68000,桃園市,68000090,龍潭區,1,5707,620,48,572
