學年度,縣市,等級別,出生戶籍地在學數,學校所在地在學數,學校所在地在學數_不含空大宗教,一般生學校所在地數,淨流動,就學戶籍比,出生戶籍地畢業數,學校所在地畢業數,集中倍數
104,新北市,總計,2191,2856,2386,159467.0,665,130.35,369,456,0.753
104,新北市,博士班,3,2,2,1283.0,-1,66.67,2,0,0.46
104,新北市,碩士班,77,71,71,12123.0,-6,92.21,17,6,0.703
104,新北市,學士班,1793,2314,1971,132266.0,521,129.06,308,391,0.782
104,新北市,二專,44,172,45,1491.0,128,390.91,21,35,0.568
104,新北市,五專,274,297,297,12304.0,23,108.39,21,24,0.435
104,臺北市,總計,904,4722,4501,262862.0,3818,522.35,183,856,0.861
104,臺北市,博士班,2,29,29,10671.0,27,1450.0,0,2,0.803
104,臺北市,碩士班,49,249,246,49213.0,200,508.16,13,54,0.6
104,臺北市,學士班,757,3610,3522,192013.0,2853,476.88,148,662,0.962
104,臺北市,二專,24,158,28,1130.0,134,658.33,10,86,0.466
104,臺北市,五專,72,676,676,9835.0,604,938.89,12,52,1.239
104,桃園市,總計,2011,2218,2195,107674.0,207,110.29,304,365,1.025
104,桃園市,博士班,6,4,4,2440.0,-2,66.67,0,0,0.484
104,桃園市,碩士班,83,47,47,13314.0,-36,56.63,18,11,0.423
104,桃園市,學士班,1581,1635,1622,84762.0,54,103.42,241,280,1.004
104,桃園市,二專,40,16,6,282.0,-24,40.0,14,9,0.4
104,桃園市,五專,301,516,516,6876.0,215,171.43,31,65,1.353
104,臺中市,總計,1242,2447,2344,190249.0,1205,197.02,173,411,0.62
104,臺中市,博士班,3,3,3,2771.0,0,100.0,0,0,0.32
104,臺中市,碩士班,53,108,108,18823.0,55,203.77,9,14,0.688
104,臺中市,學士班,990,2167,2129,163895.0,1177,218.89,141,373,0.682
104,臺中市,二專,27,72,7,614.0,45,266.67,4,16,0.215
104,臺中市,五專,169,97,97,4146.0,-72,57.4,19,8,0.422
104,臺南市,總計,390,1873,1869,130867.0,1483,480.26,66,354,0.718
104,臺南市,博士班,1,6,6,2518.0,5,600.0,0,0,0.704
104,臺南市,碩士班,17,64,64,13860.0,47,376.47,4,9,0.554
104,臺南市,學士班,312,1596,1594,104671.0,1284,511.54,55,307,0.799
104,臺南市,二專,9,17,15,559.0,8,188.89,3,11,0.505
104,臺南市,五專,51,190,190,9259.0,139,372.55,4,27,0.37
104,高雄市,總計,1607,3113,2894,147094.0,1506,193.71,286,426,0.99
104,高雄市,博士班,10,11,11,2414.0,1,110.0,0,1,1.346
104,高雄市,碩士班,90,89,89,16594.0,-1,98.89,24,9,0.643
104,高雄市,學士班,1159,2324,2227,110579.0,1165,200.52,217,322,1.057
104,高雄市,二專,85,196,74,1419.0,111,230.59,23,47,0.981
104,高雄市,五專,263,493,493,16088.0,230,187.45,22,47,0.552
104,宜蘭縣,總計,799,667,651,14074.0,-132,83.48,148,93,2.327
104,宜蘭縣,博士班,2,0,0,66.0,-2,0.0,0,0,0.0
104,宜蘭縣,碩士班,45,25,25,1528.0,-20,55.56,5,7,1.963
104,宜蘭縣,學士班,500,238,235,8527.0,-262,47.6,103,44,1.446
104,宜蘭縣,二專,34,13,0,,-21,38.24,16,3,
104,宜蘭縣,五專,218,391,391,3953.0,173,179.36,24,39,1.783
104,新竹縣,總計,945,368,351,17174.0,-577,38.94,142,76,1.028
104,新竹縣,博士班,4,0,0,,-4,0.0,0,0,
104,新竹縣,碩士班,44,5,5,606.0,-39,11.36,7,2,0.99
104,新竹縣,學士班,690,298,293,15165.0,-392,43.19,109,61,1.014
104,新竹縣,二專,29,17,5,315.0,-12,58.62,9,10,0.299
104,新竹縣,五專,178,48,48,1088.0,-130,26.97,17,3,0.795
104,苗栗縣,總計,566,532,510,20842.0,-34,93.99,106,113,1.231
104,苗栗縣,博士班,4,0,0,9.0,-4,0.0,0,0,0.0
104,苗栗縣,碩士班,46,12,12,710.0,-34,26.09,3,0,2.027
104,苗栗縣,學士班,426,258,249,13741.0,-168,60.56,94,68,0.951
104,苗栗縣,二專,12,24,11,589.0,12,200.0,5,16,0.351
104,苗栗縣,五專,78,238,238,5793.0,160,305.13,4,29,0.741
104,彰化縣,總計,273,445,438,38552.0,172,163.0,54,112,0.571
104,彰化縣,博士班,0,1,1,604.0,1,,0,0,0.489
104,彰化縣,碩士班,14,36,36,4718.0,22,257.14,0,8,0.915
104,彰化縣,學士班,219,400,400,33218.0,181,182.65,50,101,0.632
104,彰化縣,二專,6,8,1,12.0,2,133.33,1,3,1.568
104,彰化縣,五專,34,0,0,,-34,0.0,3,0,
104,南投縣,總計,1649,238,232,12226.0,-1411,14.43,275,18,0.954
104,南投縣,博士班,12,7,7,310.0,-5,58.33,0,0,6.668
104,南投縣,碩士班,73,30,30,1638.0,-43,41.1,13,3,2.197
104,南投縣,學士班,1140,187,182,9198.0,-953,16.4,209,12,1.038
104,南投縣,二專,46,1,0,5.0,-45,2.17,11,1,0.0
104,南投縣,五專,378,13,13,1075.0,-365,3.44,42,2,0.218
104,雲林縣,總計,124,597,579,25761.0,473,481.45,29,64,1.131
104,雲林縣,博士班,0,2,2,502.0,2,,0,0,1.176
104,雲林縣,碩士班,2,20,20,4162.0,18,1000.0,4,2,0.576
104,雲林縣,學士班,104,537,531,20826.0,433,516.35,23,53,1.338
104,雲林縣,二專,2,38,26,271.0,36,1900.0,1,9,1.805
104,雲林縣,五專,16,0,0,,-16,0.0,1,0,
104,嘉義縣,總計,377,407,395,24676.0,30,107.96,54,84,0.805
104,嘉義縣,博士班,2,1,1,626.0,-1,50.0,0,0,0.472
104,嘉義縣,碩士班,14,42,42,5637.0,28,300.0,5,14,0.894
104,嘉義縣,學士班,314,358,352,18410.0,44,114.01,45,67,1.003
104,嘉義縣,二專,10,6,0,3.0,-4,60.0,2,3,0.0
104,嘉義縣,五專,37,0,0,,-37,0.0,2,0,
104,屏東縣,總計,3213,2510,2368,39715.0,-703,78.12,540,498,2.999
104,屏東縣,博士班,17,5,5,291.0,-12,29.41,0,0,5.074
104,屏東縣,碩士班,204,145,145,3547.0,-59,71.08,24,18,4.904
104,屏東縣,學士班,2236,1407,1325,28593.0,-829,62.92,384,334,2.431
104,屏東縣,二專,130,118,58,411.0,-12,90.77,57,36,2.655
104,屏東縣,五專,626,835,835,6873.0,209,133.39,75,110,2.19
104,臺東縣,總計,4901,548,548,5415.0,-4353,11.18,884,83,5.09
104,臺東縣,博士班,10,0,0,38.0,-10,0.0,1,0,0.0
104,臺東縣,碩士班,268,137,137,806.0,-131,51.12,51,34,20.39
104,臺東縣,學士班,3399,228,228,3491.0,-3171,6.71,652,24,3.427
104,臺東縣,二專,277,53,53,550.0,-224,19.13,91,19,1.813
104,臺東縣,五專,947,130,130,530.0,-817,13.73,89,6,4.422
104,花蓮縣,總計,5670,2406,2400,17210.0,-3264,42.43,930,392,7.014
104,花蓮縣,博士班,21,11,11,468.0,-10,52.38,3,1,6.941
104,花蓮縣,碩士班,304,234,234,2615.0,-70,76.97,34,24,10.734
104,花蓮縣,學士班,4106,1433,1427,13092.0,-2673,34.9,700,269,5.719
104,花蓮縣,二專,280,91,91,223.0,-189,32.5,93,40,7.679
104,花蓮縣,五專,959,637,637,812.0,-322,66.42,100,58,14.142
104,澎湖縣,總計,20,38,38,2946.0,18,190.0,3,5,0.649
104,澎湖縣,博士班,1,0,0,,-1,0.0,0,0,
104,澎湖縣,碩士班,0,0,0,115.0,0,,1,1,0.0
104,澎湖縣,學士班,16,38,38,2831.0,22,237.5,2,4,0.704
104,澎湖縣,二專,0,0,0,,0,,0,0,
104,澎湖縣,五專,3,0,0,,-3,0.0,0,0,
104,基隆市,總計,359,477,304,15773.0,118,132.87,67,73,0.969
104,基隆市,博士班,0,0,0,321.0,0,,0,0,0.0
104,基隆市,碩士班,20,11,11,2127.0,-9,55.0,1,1,0.62
104,基隆市,學士班,267,334,219,11042.0,67,125.09,53,48,1.041
104,基隆市,二專,11,58,0,,47,527.27,4,17,
104,基隆市,五專,61,74,74,2283.0,13,121.31,9,7,0.584
104,新竹市,總計,138,581,575,51173.0,443,421.01,21,108,0.565
104,新竹市,博士班,1,16,16,3718.0,15,1600.0,0,2,1.271
104,新竹市,碩士班,8,77,77,14155.0,69,962.5,0,12,0.653
104,新竹市,學士班,113,482,482,33300.0,369,426.55,15,94,0.759
104,新竹市,二專,1,6,0,,5,600.0,0,0,
104,新竹市,五專,15,0,0,,-15,0.0,6,0,
104,嘉義市,總計,59,340,336,18392.0,281,576.27,10,52,0.919
104,嘉義市,博士班,0,1,1,184.0,1,,0,0,1.605
104,嘉義市,碩士班,1,10,10,2476.0,9,1000.0,0,4,0.484
104,嘉義市,學士班,54,275,275,12160.0,221,509.26,9,39,1.187
104,嘉義市,二專,1,4,0,29.0,3,400.0,0,4,0.0
104,嘉義市,五專,3,50,50,3543.0,47,1666.67,1,5,0.254
104,金門縣,總計,3,60,60,4329.0,57,2000.0,2,7,0.697
104,金門縣,博士班,0,0,0,,0,,0,0,
104,金門縣,碩士班,0,0,0,252.0,0,,0,0,0.0
104,金門縣,學士班,2,60,60,4077.0,58,3000.0,2,7,0.772
104,金門縣,二專,0,0,0,,0,,0,0,
104,金門縣,五專,1,0,0,,-1,0.0,0,0,
104,連江縣,總計,2,0,0,,-2,0.0,0,0,
104,連江縣,博士班,0,0,0,,0,,0,0,
104,連江縣,碩士班,0,0,0,,0,,0,0,
104,連江縣,學士班,1,0,0,,-1,0.0,0,0,
104,連江縣,二專,0,0,0,,0,,0,0,
104,連江縣,五專,1,0,0,,-1,0.0,0,0,
105,新北市,總計,2138,2860,2364,155310.0,722,133.77,418,487,0.767
105,新北市,博士班,2,3,3,1280.0,1,150.0,0,0,0.53
105,新北市,碩士班,76,83,83,12136.0,7,109.21,17,9,0.773
105,新北市,學士班,1742,2333,1959,128414.0,591,133.93,355,408,0.803
105,新北市,二專,49,156,34,1024.0,107,318.37,10,39,0.516
105,新北市,五專,269,285,285,12456.0,16,105.95,36,31,0.427
105,臺北市,總計,922,4663,4428,262615.0,3741,505.75,178,853,0.85
105,臺北市,博士班,2,41,41,10630.0,39,2050.0,1,1,0.871
105,臺北市,碩士班,55,271,263,49605.0,216,492.73,12,50,0.6
105,臺北市,學士班,761,3546,3476,191575.0,2785,465.97,148,658,0.955
105,臺北市,二專,24,172,15,803.0,148,716.67,12,47,0.29
105,臺北市,五專,80,633,633,10002.0,553,791.25,5,97,1.182
105,桃園市,總計,2086,2128,2097,104246.0,42,102.01,343,421,1.014
105,桃園市,博士班,10,2,2,2424.0,-8,20.0,0,1,0.186
105,桃園市,碩士班,94,60,60,12982.0,-34,63.83,15,15,0.523
105,桃園市,學士班,1610,1547,1532,82038.0,-63,96.09,275,311,0.983
105,桃園市,二專,59,19,3,170.0,-40,32.2,12,11,0.274
105,桃園市,五專,313,500,500,6632.0,187,159.74,41,83,1.408
105,臺中市,總計,1217,2291,2197,189027.0,1074,188.25,219,472,0.586
105,臺中市,博士班,6,6,6,2710.0,0,100.0,0,0,0.5
105,臺中市,碩士班,52,103,103,18668.0,51,198.08,8,24,0.624
105,臺中市,學士班,965,2037,2001,163409.0,1072,211.09,180,408,0.645
105,臺中市,二專,23,65,7,358.0,42,282.61,7,17,0.304
105,臺中市,五專,171,80,80,3882.0,-91,46.78,24,23,0.385
105,臺南市,總計,409,1638,1633,127249.0,1229,400.49,78,322,0.647
105,臺南市,博士班,1,6,6,2297.0,5,600.0,0,0,0.59
105,臺南市,碩士班,22,57,57,13676.0,35,259.09,4,17,0.471
105,臺南市,學士班,332,1389,1387,101237.0,1057,418.37,61,272,0.721
105,臺南市,二專,8,13,10,478.0,5,162.5,2,5,0.325
105,臺南市,五專,46,173,173,9561.0,127,376.09,11,28,0.338
105,高雄市,總計,1624,3004,2818,145426.0,1380,184.98,260,497,0.977
105,高雄市,博士班,12,10,10,2376.0,-2,83.33,0,1,0.951
105,高雄市,碩士班,93,90,90,16491.0,-3,96.77,16,11,0.617
105,高雄市,學士班,1190,2276,2157,108923.0,1086,191.26,190,356,1.043
105,高雄市,二專,68,140,73,1748.0,72,205.88,22,64,0.649
105,高雄市,五專,261,488,488,15888.0,227,186.97,32,65,0.574
105,宜蘭縣,總計,838,733,657,13801.0,-105,87.47,144,74,2.4
105,宜蘭縣,博士班,3,1,1,64.0,-2,33.33,0,0,3.53
105,宜蘭縣,碩士班,49,27,27,1431.0,-22,55.1,12,8,2.134
105,宜蘭縣,學士班,543,311,267,8475.0,-232,57.27,101,43,1.659
105,宜蘭縣,二專,46,32,0,1.0,-14,69.57,16,3,0.0
105,宜蘭縣,五專,197,362,362,3830.0,165,183.76,15,20,1.765
105,新竹縣,總計,896,300,288,16107.0,-596,33.48,168,69,0.901
105,新竹縣,博士班,5,0,0,,-5,0.0,0,0,
105,新竹縣,碩士班,51,5,5,616.0,-46,9.8,10,2,0.918
105,新竹縣,學士班,652,255,250,14366.0,-397,39.11,124,51,0.916
105,新竹縣,二專,28,16,9,203.0,-12,57.14,12,15,0.689
105,新竹縣,五專,160,24,24,922.0,-136,15.0,22,1,0.486
105,苗栗縣,總計,556,497,475,20357.0,-59,89.39,88,95,1.176
105,苗栗縣,博士班,3,0,0,9.0,-3,0.0,0,0,0.0
105,苗栗縣,碩士班,43,12,12,705.0,-31,27.91,5,1,1.925
105,苗栗縣,學士班,418,230,221,13108.0,-188,55.02,74,67,0.888
105,苗栗縣,二專,13,26,13,568.0,13,200.0,1,4,0.356
105,苗栗縣,五專,79,229,229,5967.0,150,289.87,8,23,0.717
105,彰化縣,總計,256,505,501,36921.0,249,197.27,53,88,0.684
105,彰化縣,博士班,0,1,1,622.0,1,,0,0,0.363
105,彰化縣,碩士班,15,20,20,4542.0,5,133.33,1,9,0.498
105,彰化縣,學士班,204,480,480,31757.0,276,235.29,45,75,0.796
105,彰化縣,二專,7,4,0,,-3,57.14,1,4,
105,彰化縣,五專,30,0,0,,-30,0.0,6,0,
105,南投縣,總計,1599,296,291,11900.0,-1303,18.51,293,28,1.233
105,南投縣,博士班,16,8,8,339.0,-8,50.0,0,0,5.332
105,南投縣,碩士班,101,40,40,1607.0,-61,39.6,12,4,2.815
105,南投縣,學士班,1095,233,230,8941.0,-862,21.28,220,23,1.354
105,南投縣,二專,61,2,0,,-59,3.28,12,1,
105,南投縣,五專,326,13,13,1013.0,-313,3.99,49,0,0.24
105,雲林縣,總計,127,680,667,25062.0,553,535.43,27,84,1.341
105,雲林縣,博士班,0,4,4,474.0,4,,0,0,1.907
105,雲林縣,碩士班,4,38,38,4008.0,34,950.0,0,3,1.072
105,雲林縣,學士班,101,581,573,20350.0,480,575.25,26,75,1.483
105,雲林縣,二專,3,57,52,230.0,54,1900.0,0,6,3.512
105,雲林縣,五專,19,0,0,,-19,0.0,1,0,
105,嘉義縣,總計,365,394,383,24065.0,29,107.95,69,109,0.802
105,嘉義縣,博士班,2,2,2,606.0,0,100.0,1,0,0.746
105,嘉義縣,碩士班,23,41,41,5514.0,18,178.26,2,10,0.841
105,嘉義縣,學士班,300,345,340,17945.0,45,115.0,57,97,0.998
105,嘉義縣,二專,8,6,0,,-2,75.0,3,2,
105,嘉義縣,五專,32,0,0,,-32,0.0,6,0,
105,屏東縣,總計,3192,2525,2357,38817.0,-667,79.1,586,504,3.061
105,屏東縣,博士班,18,5,5,297.0,-13,27.78,1,0,3.804
105,屏東縣,碩士班,201,167,167,3541.0,-34,83.08,34,21,5.334
105,屏東縣,學士班,2223,1404,1338,27824.0,-819,63.16,428,353,2.532
105,屏東縣,二專,163,153,51,456.0,-10,93.87,52,31,1.738
105,屏東縣,五專,587,796,796,6699.0,209,135.6,71,99,2.219
105,臺東縣,總計,4763,566,566,5344.0,-4197,11.88,862,76,5.339
105,臺東縣,博士班,20,2,2,38.0,-18,10.0,0,0,11.891
105,臺東縣,碩士班,260,129,129,757.0,-131,49.62,55,33,19.272
105,臺東縣,學士班,3303,252,252,3469.0,-3051,7.63,622,26,3.825
105,臺東縣,二專,273,54,54,586.0,-219,19.78,72,11,1.432
105,臺東縣,五專,907,129,129,494.0,-778,14.22,113,6,4.876
105,花蓮縣,總計,5461,2433,2424,17002.0,-3028,44.55,1043,421,7.186
105,花蓮縣,博士班,25,17,17,458.0,-8,68.0,0,0,8.386
105,花蓮縣,碩士班,327,238,238,2549.0,-89,72.78,55,26,10.559
105,花蓮縣,學士班,3912,1403,1394,12997.0,-2509,35.86,777,278,5.647
105,花蓮縣,二專,259,118,118,163.0,-141,45.56,93,36,11.246
105,花蓮縣,五專,938,657,657,835.0,-281,70.04,118,81,14.692
105,澎湖縣,總計,20,38,38,2980.0,18,190.0,1,6,0.643
105,澎湖縣,博士班,1,0,0,,-1,0.0,0,0,
105,澎湖縣,碩士班,0,0,0,121.0,0,,0,0,0.0
105,澎湖縣,學士班,16,38,38,2859.0,22,237.5,1,6,0.7
105,澎湖縣,二專,0,0,0,,0,,0,0,
105,澎湖縣,五專,3,0,0,,-3,0.0,0,0,
105,基隆市,總計,356,521,353,15388.0,165,146.35,60,121,1.156
105,基隆市,博士班,0,0,0,296.0,0,,0,0,0.0
105,基隆市,碩士班,18,11,11,2176.0,-7,61.11,5,5,0.572
105,基隆市,學士班,265,370,266,10820.0,105,139.62,46,81,1.294
105,基隆市,二專,13,64,0,,51,492.31,3,31,
105,基隆市,五專,60,76,76,2096.0,16,126.67,6,4,0.677
105,新竹市,總計,126,533,527,49788.0,407,423.02,23,134,0.534
105,新竹市,博士班,1,18,18,3584.0,17,1800.0,0,0,1.135
105,新竹市,碩士班,8,84,84,14266.0,76,1050.0,2,18,0.666
105,新竹市,學士班,103,425,425,31938.0,322,412.62,19,113,0.701
105,新竹市,二專,4,6,0,,2,150.0,0,3,
105,新竹市,五專,10,0,0,,-10,0.0,2,0,
105,嘉義市,總計,59,364,357,18100.0,305,616.95,17,56,0.994
105,嘉義市,博士班,0,1,1,190.0,1,,0,0,1.189
105,嘉義市,碩士班,2,18,18,2395.0,16,900.0,1,0,0.85
105,嘉義市,學士班,53,288,288,11830.0,235,543.4,13,48,1.282
105,嘉義市,二專,1,7,0,32.0,6,700.0,0,0,0.0
105,嘉義市,五專,3,50,50,3653.0,47,1666.67,3,8,0.256
105,金門縣,總計,8,52,52,4463.0,44,650.0,1,14,0.587
105,金門縣,博士班,0,0,0,,0,,0,0,
105,金門縣,碩士班,0,0,0,266.0,0,,0,0,0.0
105,金門縣,學士班,6,52,52,4197.0,46,866.67,1,14,0.652
105,金門縣,二專,0,0,0,,0,,0,0,
105,金門縣,五專,2,0,0,,-2,0.0,0,0,
105,連江縣,總計,3,0,0,,-3,0.0,0,0,
105,連江縣,博士班,0,0,0,,0,,0,0,
105,連江縣,碩士班,0,0,0,,0,,0,0,
105,連江縣,學士班,1,0,0,,-1,0.0,0,0,
105,連江縣,二專,0,0,0,,0,,0,0,
105,連江縣,五專,2,0,0,,-2,0.0,0,0,
106,新北市,總計,2131,3106,2534,148941.0,975,145.75,403,467,0.834
106,新北市,博士班,5,2,2,1318.0,-3,40.0,0,0,0.31
106,新北市,碩士班,89,113,113,11936.0,24,126.97,16,17,0.941
106,新北市,學士班,1755,2483,2105,123104.0,728,141.48,328,384,0.871
106,新北市,二專,34,213,19,829.0,179,626.47,16,32,0.337
106,新北市,五專,248,295,295,11754.0,47,118.95,43,34,0.474
106,臺北市,總計,952,4673,4465,259203.0,3721,490.86,171,932,0.845
106,臺北市,博士班,2,41,41,10446.0,39,2050.0,0,2,0.802
106,臺北市,碩士班,48,337,325,50056.0,289,702.08,16,59,0.645
106,臺北市,學士班,800,3617,3547,188171.0,2817,452.12,134,706,0.96
106,臺北市,二專,16,141,15,743.0,125,881.25,12,53,0.297
106,臺北市,五專,86,537,537,9787.0,451,624.42,9,112,1.036
106,桃園市,總計,2193,2162,2115,100868.0,-31,98.59,369,363,1.028
106,桃園市,博士班,8,6,6,2319.0,-2,75.0,1,0,0.529
106,桃園市,碩士班,110,79,79,12568.0,-31,71.82,17,10,0.624
106,桃園市,學士班,1691,1552,1525,79381.0,-139,91.78,299,289,0.978
106,桃園市,二專,67,29,9,172.0,-38,43.28,19,2,0.769
106,桃園市,五專,317,496,496,6428.0,179,156.47,33,62,1.456
106,臺中市,總計,1279,2340,2245,186396.0,1061,182.96,237,506,0.591
106,臺中市,博士班,8,14,14,2724.0,6,175.0,0,0,1.051
106,臺中市,碩士班,70,145,145,18201.0,75,207.14,11,34,0.791
106,臺中市,學士班,1021,2043,2006,161566.0,1022,200.1,185,437,0.632
106,臺中市,二專,21,64,6,210.0,43,304.76,11,20,0.42
106,臺中市,五專,159,74,74,3695.0,-85,46.54,30,15,0.378
106,臺南市,總計,422,1640,1618,122829.0,1218,388.63,77,351,0.646
106,臺南市,博士班,1,5,5,2196.0,4,500.0,0,1,0.465
106,臺南市,碩士班,21,67,67,13736.0,46,319.05,5,12,0.485
106,臺南市,學士班,361,1379,1377,96751.0,1018,381.99,56,305,0.725
106,臺南市,二專,4,24,4,461.0,20,600.0,4,7,0.128
106,臺南市,五專,35,165,165,9685.0,130,471.43,12,26,0.322
106,高雄市,總計,1731,3210,3038,141502.0,1479,185.44,341,630,1.053
106,高雄市,博士班,14,11,11,2365.0,-3,78.57,0,0,0.951
106,高雄市,碩士班,97,121,121,16492.0,24,124.74,23,20,0.729
106,高雄市,學士班,1279,2423,2311,105876.0,1144,189.44,247,468,1.111
106,高雄市,二專,62,133,73,1410.0,71,214.52,37,90,0.761
106,高雄市,五專,279,522,522,15359.0,243,187.1,34,52,0.641
106,宜蘭縣,總計,790,685,623,12923.0,-105,86.71,149,105,2.364
106,宜蘭縣,博士班,2,1,1,67.0,-1,50.0,0,0,3.051
106,宜蘭縣,碩士班,46,29,29,1358.0,-17,63.04,4,3,2.122
106,宜蘭縣,學士班,526,283,252,8188.0,-243,53.8,103,49,1.567
106,宜蘭縣,二專,38,31,0,,-7,81.58,12,6,
106,宜蘭縣,五專,178,341,341,3310.0,163,191.57,30,47,1.944
106,新竹縣,總計,907,257,245,15014.0,-650,28.34,157,56,0.8
106,新竹縣,博士班,4,0,0,,-4,0.0,0,0,
106,新竹縣,碩士班,66,5,5,602.0,-61,7.58,7,0,0.825
106,新竹縣,學士班,652,233,225,13554.0,-419,35.74,125,49,0.845
106,新竹縣,二專,34,8,4,107.0,-26,23.53,11,5,0.55
106,新竹縣,五專,151,11,11,751.0,-140,7.28,14,2,0.276
106,苗栗縣,總計,531,453,446,19360.0,-78,85.31,103,105,1.129
106,苗栗縣,博士班,3,0,0,12.0,-3,0.0,0,0,0.0
106,苗栗縣,碩士班,36,8,8,800.0,-28,22.22,14,5,0.993
106,苗栗縣,學士班,395,209,206,12136.0,-186,52.91,81,46,0.864
106,苗栗縣,二專,11,12,8,397.0,1,109.09,3,15,0.296
106,苗栗縣,五專,86,224,224,6015.0,138,260.47,5,39,0.703
106,彰化縣,總計,255,417,414,34749.0,162,163.53,59,72,0.584
106,彰化縣,博士班,0,0,0,631.0,0,,0,0,0.0
106,彰化縣,碩士班,13,16,16,4549.0,3,123.08,6,12,0.349
106,彰化縣,學士班,208,398,398,29569.0,190,191.35,43,59,0.685
106,彰化縣,二專,3,3,0,,0,100.0,2,1,
106,彰化縣,五專,31,0,0,,-31,0.0,8,0,
106,南投縣,總計,1562,342,336,11242.0,-1220,21.9,315,26,1.465
106,南投縣,博士班,16,8,8,338.0,-8,50.0,0,0,4.838
106,南投縣,碩士班,123,48,48,1505.0,-75,39.02,19,3,3.169
106,南投縣,學士班,1067,272,270,8503.0,-795,25.49,228,20,1.617
106,南投縣,二專,53,4,0,,-49,7.55,15,0,
106,南投縣,五專,303,10,10,896.0,-293,3.3,53,3,0.211
106,雲林縣,總計,140,550,512,24686.0,410,392.86,18,137,1.017
106,雲林縣,博士班,0,1,1,461.0,1,,0,0,0.443
106,雲林縣,碩士班,6,38,38,3906.0,32,633.33,2,9,0.967
106,雲林縣,學士班,111,458,432,20118.0,347,412.61,13,107,1.093
106,雲林縣,二專,4,53,41,201.0,49,1325.0,0,21,2.999
106,雲林縣,五專,19,0,0,,-19,0.0,3,0,
106,嘉義縣,總計,376,373,361,23727.0,-3,99.2,69,63,0.746
106,嘉義縣,博士班,2,2,2,618.0,0,100.0,0,0,0.662
106,嘉義縣,碩士班,36,39,39,5368.0,3,108.33,4,7,0.722
106,嘉義縣,學士班,300,329,320,17741.0,29,109.67,60,53,0.918
106,嘉義縣,二專,10,3,0,,-7,30.0,4,3,
106,嘉義縣,五專,28,0,0,,-28,0.0,1,0,
106,屏東縣,總計,3266,2606,2395,37392.0,-660,79.79,622,519,3.14
106,屏東縣,博士班,21,5,5,295.0,-16,23.81,0,0,3.465
106,屏東縣,碩士班,250,172,172,3510.0,-78,68.8,39,40,4.868
106,屏東縣,學士班,2255,1549,1445,27010.0,-706,68.69,455,332,2.724
106,屏東縣,二專,193,155,48,409.0,-38,80.31,44,41,1.725
