學年度,學校類別,學校代碼,學校名稱,等級別,原住民在學數,全體在學數,原住民佔比
104,大專校院,1028,臺北醫學大學,二專,0,,
104,大專校院,1028,臺北醫學大學,五專,0,,
104,大專校院,1028,臺北醫學大學,博士班,0,408.0,0.0
104,大專校院,1028,臺北醫學大學,學士班,54,4651.0,0.01161
104,大專校院,1028,臺北醫學大學,碩士班,0,836.0,0.0
104,大專校院,1029,中山醫學大學,二專,0,,
104,大專校院,1029,中山醫學大學,五專,0,,
104,大專校院,1029,中山醫學大學,博士班,0,225.0,0.0
104,大專校院,1029,中山醫學大學,學士班,138,6665.0,0.02071
104,大專校院,1029,中山醫學大學,碩士班,0,614.0,0.0
104,大專校院,1030,龍華科技大學,二專,0,11.0,0.0
104,大專校院,1030,龍華科技大學,五專,0,38.0,0.0
104,大專校院,1030,龍華科技大學,博士班,0,,
104,大專校院,1030,龍華科技大學,學士班,123,10694.0,0.0115
104,大專校院,1030,龍華科技大學,碩士班,0,425.0,0.0
104,大專校院,1031,輔英科技大學,二專,0,,
104,大專校院,1031,輔英科技大學,五專,88,2901.0,0.03033
104,大專校院,1031,輔英科技大學,博士班,0,,
104,大專校院,1031,輔英科技大學,學士班,99,6509.0,0.01521
104,大專校院,1031,輔英科技大學,碩士班,1,169.0,0.00592
104,大專校院,1032,明新科技大學,二專,0,63.0,0.0
104,大專校院,1032,明新科技大學,五專,0,,
104,大專校院,1032,明新科技大學,博士班,0,,
104,大專校院,1032,明新科技大學,學士班,215,12734.0,0.01688
104,大專校院,1032,明新科技大學,碩士班,5,578.0,0.00865
104,大專校院,1033,長榮大學,二專,0,,
104,大專校院,1033,長榮大學,五專,0,,
104,大專校院,1033,長榮大學,博士班,1,37.0,0.02703
104,大專校院,1033,長榮大學,學士班,257,9930.0,0.02588
104,大專校院,1033,長榮大學,碩士班,7,627.0,0.01116
104,大專校院,1034,弘光科技大學,二專,2,67.0,0.02985
104,大專校院,1034,弘光科技大學,五專,11,269.0,0.04089
104,大專校院,1034,弘光科技大學,博士班,0,,
104,大專校院,1034,弘光科技大學,學士班,196,12376.0,0.01584
104,大專校院,1034,弘光科技大學,碩士班,2,294.0,0.0068
104,大專校院,1035,中國醫藥大學,二專,0,,
104,大專校院,1035,中國醫藥大學,五專,0,,
104,大專校院,1035,中國醫藥大學,博士班,0,356.0,0.0
104,大專校院,1035,中國醫藥大學,學士班,113,6453.0,0.01751
104,大專校院,1035,中國醫藥大學,碩士班,5,557.0,0.00898
104,大專校院,1036,健行科技大學,二專,1,46.0,0.02174
104,大專校院,1036,健行科技大學,五專,2,28.0,0.07143
104,大專校院,1036,健行科技大學,博士班,0,,
104,大專校院,1036,健行科技大學,學士班,250,11571.0,0.02161
104,大專校院,1036,健行科技大學,碩士班,0,456.0,0.0
104,大專校院,1037,正修科技大學,二專,0,2.0,0.0
104,大專校院,1037,正修科技大學,五專,0,13.0,0.0
104,大專校院,1037,正修科技大學,博士班,0,12.0,0.0
104,大專校院,1037,正修科技大學,學士班,220,16765.0,0.01312
104,大專校院,1037,正修科技大學,碩士班,4,469.0,0.00853
104,大專校院,1038,萬能科技大學,二專,0,15.0,0.0
104,大專校院,1038,萬能科技大學,五專,0,,
104,大專校院,1038,萬能科技大學,博士班,0,,
104,大專校院,1038,萬能科技大學,學士班,347,10782.0,0.03218
104,大專校院,1038,萬能科技大學,碩士班,5,250.0,0.02
104,大專校院,1039,玄奘大學,二專,0,,
104,大專校院,1039,玄奘大學,五專,0,,
104,大專校院,1039,玄奘大學,博士班,0,9.0,0.0
104,大專校院,1039,玄奘大學,學士班,186,5260.0,0.03536
104,大專校院,1039,玄奘大學,碩士班,10,590.0,0.01695
104,大專校院,1040,建國科技大學,二專,0,2.0,0.0
104,大專校院,1040,建國科技大學,五專,0,,
104,大專校院,1040,建國科技大學,博士班,0,,
104,大專校院,1040,建國科技大學,學士班,57,8782.0,0.00649
104,大專校院,1040,建國科技大學,碩士班,2,225.0,0.00889
104,大專校院,1041,明志科技大學,二專,0,,
104,大專校院,1041,明志科技大學,五專,0,15.0,0.0
104,大專校院,1041,明志科技大學,博士班,0,,
104,大專校院,1041,明志科技大學,學士班,46,4056.0,0.01134
104,大專校院,1041,明志科技大學,碩士班,1,461.0,0.00217
104,大專校院,1042,高苑科技大學,二專,0,6.0,0.0
104,大專校院,1042,高苑科技大學,五專,0,,
104,大專校院,1042,高苑科技大學,博士班,0,,
104,大專校院,1042,高苑科技大學,學士班,216,7092.0,0.03046
104,大專校院,1042,高苑科技大學,碩士班,5,426.0,0.01174
104,大專校院,1043,大仁科技大學,二專,0,,
104,大專校院,1043,大仁科技大學,五專,0,1.0,0.0
104,大專校院,1043,大仁科技大學,博士班,0,,
104,大專校院,1043,大仁科技大學,學士班,383,7261.0,0.05275
104,大專校院,1043,大仁科技大學,碩士班,10,206.0,0.04854
104,大專校院,1044,聖約翰科技大學,二專,0,,
104,大專校院,1044,聖約翰科技大學,五專,1,96.0,0.01042
104,大專校院,1044,聖約翰科技大學,博士班,0,,
104,大專校院,1044,聖約翰科技大學,學士班,80,4927.0,0.01624
104,大專校院,1044,聖約翰科技大學,碩士班,0,235.0,0.0
104,大專校院,1045,嶺東科技大學,二專,0,20.0,0.0
104,大專校院,1045,嶺東科技大學,五專,0,,
104,大專校院,1045,嶺東科技大學,博士班,0,,
104,大專校院,1045,嶺東科技大學,學士班,112,10020.0,0.01118
104,大專校院,1045,嶺東科技大學,碩士班,2,359.0,0.00557
104,大專校院,1046,中國科技大學,二專,0,,
104,大專校院,1046,中國科技大學,五專,0,,
104,大專校院,1046,中國科技大學,博士班,0,,
104,大專校院,1046,中國科技大學,學士班,181,12053.0,0.01502
104,大專校院,1046,中國科技大學,碩士班,1,192.0,0.00521
104,大專校院,1047,中臺科技大學,二專,0,,
104,大專校院,1047,中臺科技大學,五專,0,,
104,大專校院,1047,中臺科技大學,博士班,0,20.0,0.0
104,大專校院,1047,中臺科技大學,學士班,139,9103.0,0.01527
104,大專校院,1047,中臺科技大學,碩士班,6,408.0,0.01471
104,大專校院,1048,亞洲大學,二專,0,,
104,大專校院,1048,亞洲大學,五專,0,,
104,大專校院,1048,亞洲大學,博士班,0,159.0,0.0
104,大專校院,1048,亞洲大學,學士班,160,11168.0,0.01433
104,大專校院,1048,亞洲大學,碩士班,0,1106.0,0.0
104,大專校院,1049,開南大學,二專,0,,
104,大專校院,1049,開南大學,五專,0,,
104,大專校院,1049,開南大學,博士班,0,,
104,大專校院,1049,開南大學,學士班,220,8886.0,0.02476
104,大專校院,1049,開南大學,碩士班,16,628.0,0.02548
104,大專校院,1050,佛光大學,二專,0,,
104,大專校院,1050,佛光大學,五專,0,,
104,大專校院,1050,佛光大學,博士班,0,52.0,0.0
104,大專校院,1050,佛光大學,學士班,98,3017.0,0.03248
104,大專校院,1050,佛光大學,碩士班,22,872.0,0.02523
104,大專校院,1051,台南應用科技大學,二專,0,,
104,大專校院,1051,台南應用科技大學,五專,19,1199.0,0.01585
104,大專校院,1051,台南應用科技大學,博士班,0,,
104,大專校院,1051,台南應用科技大學,學士班,136,11443.0,0.01188
104,大專校院,1051,台南應用科技大學,碩士班,5,305.0,0.01639
104,大專校院,1052,遠東科技大學,二專,1,39.0,0.02564
104,大專校院,1052,遠東科技大學,五專,0,,
104,大專校院,1052,遠東科技大學,博士班,0,,
104,大專校院,1052,遠東科技大學,學士班,110,7875.0,0.01397
104,大專校院,1052,遠東科技大學,碩士班,4,209.0,0.01914
104,大專校院,1053,元培醫事科技大學,二專,0,,
104,大專校院,1053,元培醫事科技大學,五專,0,,
104,大專校院,1053,元培醫事科技大學,博士班,0,,
104,大專校院,1053,元培醫事科技大學,學士班,111,6756.0,0.01643
104,大專校院,1053,元培醫事科技大學,碩士班,7,256.0,0.02734
104,大專校院,1054,景文科技大學,二專,0,,
104,大專校院,1054,景文科技大學,五專,0,,
104,大專校院,1054,景文科技大學,博士班,0,,
104,大專校院,1054,景文科技大學,學士班,142,7956.0,0.01785
104,大專校院,1054,景文科技大學,碩士班,3,156.0,0.01923
104,大專校院,1055,中華醫事科技大學,二專,0,95.0,0.0
104,大專校院,1055,中華醫事科技大學,五專,27,2194.0,0.01231
104,大專校院,1055,中華醫事科技大學,博士班,0,,
104,大專校院,1055,中華醫事科技大學,學士班,63,7086.0,0.00889
104,大專校院,1055,中華醫事科技大學,碩士班,0,54.0,0.0
104,大專校院,1056,東南科技大學,二專,0,19.0,0.0
104,大專校院,1056,東南科技大學,五專,0,,
104,大專校院,1056,東南科技大學,博士班,0,,
104,大專校院,1056,東南科技大學,學士班,168,7292.0,0.02304
104,大專校院,1056,東南科技大學,碩士班,2,173.0,0.01156
104,大專校院,1057,德明財經科技大學,二專,0,1.0,0.0
104,大專校院,1057,德明財經科技大學,五專,0,,
104,大專校院,1057,德明財經科技大學,博士班,0,,
104,大專校院,1057,德明財經科技大學,學士班,96,9096.0,0.01055
104,大專校院,1057,德明財經科技大學,碩士班,0,129.0,0.0
104,大專校院,1058,明道大學,二專,0,,
104,大專校院,1058,明道大學,五專,0,,
104,大專校院,1058,明道大學,博士班,0,13.0,0.0
104,大專校院,1058,明道大學,學士班,80,5265.0,0.01519
104,大專校院,1058,明道大學,碩士班,1,293.0,0.00341
104,大專校院,1060,南開科技大學,二專,0,5.0,0.0
104,大專校院,1060,南開科技大學,五專,13,1088.0,0.01195
104,大專校院,1060,南開科技大學,博士班,0,,
104,大專校院,1060,南開科技大學,學士班,61,4987.0,0.01223
104,大專校院,1060,南開科技大學,碩士班,3,239.0,0.01255
104,大專校院,1061,中華科技大學,二專,0,,
104,大專校院,1061,中華科技大學,五專,0,,
104,大專校院,1061,中華科技大學,博士班,0,,
104,大專校院,1061,中華科技大學,學士班,151,7695.0,0.01962
104,大專校院,1061,中華科技大學,碩士班,11,391.0,0.02813
104,大專校院,1062,僑光科技大學,二專,1,255.0,0.00392
104,大專校院,1062,僑光科技大學,五專,3,149.0,0.02013
104,大專校院,1062,僑光科技大學,博士班,0,,
104,大專校院,1062,僑光科技大學,學士班,107,9942.0,0.01076
104,大專校院,1062,僑光科技大學,碩士班,0,140.0,0.0
104,大專校院,1063,育達科技大學,二專,0,,
104,大專校院,1063,育達科技大學,五專,0,,
104,大專校院,1063,育達科技大學,博士班,0,,
104,大專校院,1063,育達科技大學,學士班,109,5256.0,0.02074
104,大專校院,1063,育達科技大學,碩士班,7,209.0,0.03349
104,大專校院,1064,美和科技大學,二專,1,7.0,0.14286
104,大專校院,1064,美和科技大學,五專,207,1824.0,0.11349
104,大專校院,1064,美和科技大學,博士班,0,,
104,大專校院,1064,美和科技大學,學士班,493,5928.0,0.08316
104,大專校院,1064,美和科技大學,碩士班,14,310.0,0.04516
104,大專校院,1065,吳鳳科技大學,二專,0,3.0,0.0
104,大專校院,1065,吳鳳科技大學,五專,0,,
104,大專校院,1065,吳鳳科技大學,博士班,0,,
104,大專校院,1065,吳鳳科技大學,學士班,85,5327.0,0.01596
104,大專校院,1065,吳鳳科技大學,碩士班,1,126.0,0.00794
104,大專校院,1066,環球科技大學,二專,26,297.0,0.08754
104,大專校院,1066,環球科技大學,五專,0,,
104,大專校院,1066,環球科技大學,博士班,0,,
104,大專校院,1066,環球科技大學,學士班,350,5931.0,0.05901
104,大專校院,1066,環球科技大學,碩士班,9,188.0,0.04787
104,大專校院,1067,台灣首府大學,二專,0,,
104,大專校院,1067,台灣首府大學,五專,0,,
104,大專校院,1067,台灣首府大學,博士班,0,,
104,大專校院,1067,台灣首府大學,學士班,126,4020.0,0.03134
104,大專校院,1067,台灣首府大學,碩士班,0,74.0,0.0
104,大專校院,1068,中州科技大學,二專,1,11.0,0.09091
104,大專校院,1068,中州科技大學,五專,0,,
104,大專校院,1068,中州科技大學,博士班,0,,
104,大專校院,1068,中州科技大學,學士班,64,4279.0,0.01496
104,大專校院,1068,中州科技大學,碩士班,1,105.0,0.00952
104,大專校院,1069,修平科技大學,二專,0,23.0,0.0
104,大專校院,1069,修平科技大學,五專,0,,
104,大專校院,1069,修平科技大學,博士班,0,,
104,大專校院,1069,修平科技大學,學士班,80,6305.0,0.01269
104,大專校院,1069,修平科技大學,碩士班,2,68.0,0.02941
104,大專校院,1070,長庚科技大學,二專,0,,
104,大專校院,1070,長庚科技大學,五專,56,1280.0,0.04375
104,大專校院,1070,長庚科技大學,博士班,0,,
104,大專校院,1070,長庚科技大學,學士班,136,6005.0,0.02265
104,大專校院,1070,長庚科技大學,碩士班,1,86.0,0.01163
104,大專校院,1071,臺北城市科技大學,二專,3,145.0,0.02069
104,大專校院,1071,臺北城市科技大學,五專,25,1625.0,0.01538
104,大專校院,1071,臺北城市科技大學,博士班,0,,
104,大專校院,1071,臺北城市科技大學,學士班,145,8137.0,0.01782
104,大專校院,1071,臺北城市科技大學,碩士班,0,111.0,0.0
104,大專校院,1072,大華科技大學,二專,5,257.0,0.01946
104,大專校院,1072,大華科技大學,五專,48,1136.0,0.04225
104,大專校院,1072,大華科技大學,博士班,0,,
104,大專校院,1072,大華科技大學,學士班,78,2724.0,0.02863
104,大專校院,1072,大華科技大學,碩士班,0,33.0,0.0
104,大專校院,1073,醒吾科技大學,二專,0,10.0,0.0
104,大專校院,1073,醒吾科技大學,五專,25,1302.0,0.0192
104,大專校院,1073,醒吾科技大學,博士班,0,,
104,大專校院,1073,醒吾科技大學,學士班,176,7244.0,0.0243
104,大專校院,1073,醒吾科技大學,碩士班,1,129.0,0.00775
104,大專校院,1074,南榮科技大學,二專,6,257.0,0.02335
104,大專校院,1074,南榮科技大學,五專,3,308.0,0.00974
104,大專校院,1074,南榮科技大學,博士班,0,,
104,大專校院,1074,南榮科技大學,學士班,154,3252.0,0.04736
104,大專校院,1074,南榮科技大學,碩士班,0,72.0,0.0
104,大專校院,1075,文藻外語大學,二專,0,,
104,大專校院,1075,文藻外語大學,五專,52,1776.0,0.02928
104,大專校院,1075,文藻外語大學,博士班,0,,
104,大專校院,1075,文藻外語大學,學士班,71,7411.0,0.00958
104,大專校院,1075,文藻外語大學,碩士班,5,184.0,0.02717
104,大專校院,1076,華夏科技大學,二專,9,312.0,0.02885
104,大專校院,1076,華夏科技大學,五專,5,527.0,0.00949
104,大專校院,1076,華夏科技大學,博士班,0,,
104,大專校院,1076,華夏科技大學,學士班,42,4255.0,0.00987
104,大專校院,1076,華夏科技大學,碩士班,0,89.0,0.0
104,大專校院,1077,慈濟科技大學,二專,0,,
104,大專校院,1077,慈濟科技大學,五專,580,1244.0,0.46624
104,大專校院,1077,慈濟科技大學,博士班,0,,
104,大專校院,1077,慈濟科技大學,學士班,183,1475.0,0.12407
104,大專校院,1077,慈濟科技大學,碩士班,0,24.0,0.0
104,大專校院,1078,致理科技大學,二專,2,90.0,0.02222
104,大專校院,1078,致理科技大學,五專,25,1619.0,0.01544
104,大專校院,1078,致理科技大學,博士班,0,,
104,大專校院,1078,致理科技大學,學士班,116,9965.0,0.01164
104,大專校院,1078,致理科技大學,碩士班,0,62.0,0.0
104,大專校院,1079,康寧大學,二專,15,405.0,0.03704
104,大專校院,1079,康寧大學,五專,72,2903.0,0.0248
104,大專校院,1079,康寧大學,博士班,0,,
104,大專校院,1079,康寧大學,學士班,84,1799.0,0.04669
104,大專校院,1079,康寧大學,碩士班,2,305.0,0.00656
104,大專校院,1125,中信?融管?學院,二專,0,,
104,大專校院,1125,中信?融管?學院,五專,0,,
104,大專校院,1125,中信?融管?學院,博士班,0,,
104,大專校院,1125,中信?融管?學院,學士班,3,206.0,0.01456
104,大專校院,1125,中信?融管?學院,碩士班,0,,
104,大專校院,1148,大漢技術學院,二專,81,238.0,0.34034
104,大專校院,1148,大漢技術學院,五專,0,,
104,大專校院,1148,大漢技術學院,博士班,0,,
